"MasterRecordID","RecordID","DirectoryNumber","PubDate","DisplayName","BusinessName","CorporateName","StreetNum","PreDir","StreetName","StreetSuffix","PostDir","UnitDesig","SecNumber","CityName","StateCode","ZIP","ZIP4","Phone","PhoneCode","MailSuppression","NoSolicitation","PhoneSuppression","MSA","WebAddress","AdultContentFlag","SecondaryPhoneNumber","SecondaryPhoneNumberCode","EmailAddress","AdType","AdSize","CreditCardsAccepted","FreeCode","HoursofOperation","Language","DiscountCode","DeliveryCode","YearStarted","YearsInBus","Directions","Slogans","Products","ProductsSynonyms","Brands","BrandsSynonyms","Trademark","Services","ServicesSynonyms","Models","ModelsSynonyms","Specialties","SpecialtiesSynonyms","ProgramsOffered","ProgramsOfferedSynonyms","ProductFeatures","ProductFeaturesSynonyms","ServiceFeatures","ServiceFeaturesSynonyms","LocationFeatures","LocationFeaturesSynonyms","GroupsServed","GroupsServedSynonyms","IndustryType","IndustryTypeSynonyms","SpecialConsiderations","SpecialConsiderationsSynonyms","SpecialHours","SpecialHoursSynonyms","OrderingMethods","OrderingMethodsSynonyms","ProfessionalsOnStaff","ProfessionalsOnStaffSynonyms","PaymentMode","PaymentModeSynonyms","Associations","AssociationsSynonyms","Certifications","CertificationsSynonyms","GeneralContent","GeneralContentSynonyms","BusinessLink","PrimaryBusinessClassificationFlag","SYPH1","SYPH2","SYPH3","SYPH4","SYPH5","SYPH6","SIC1","SIC2","SIC3","SIC4","SIC5","SIC6","NAICS1","NAICS2","NAICS3","NAICS4","NAICS5","NAICS6","BDC1","BDC2","BDC3","BDC4","BDC5","BDC6","Fax","AgeOfRecord","AddressPrivacyFlag","ServiceArea","ChainID","CBSA","ActualSalesAmount","MailingAddress","MailingCity","MailingState","MailingZipCode","LandmarkAddress","LandmarkCity","LandmarkState","LandmarkZipCode","FranchiseChain","TollFree","Financing","GoogleCheckout","Invoice","LongLocalWebaddress","MenuLink","CouponLink","TwitterLink","LinkedInLink","FacebookLink","AlternateSocialLink","YouTubeVideoLink","LogoLink","Pinterest","Keywords","BusinessMobileNumber","CallTrackingNumber","ParkingOptions","ValidationOptions","ProfessionalAssociations","ATM","AlternativeBusinessName","AnchorHostBusiness","UnofficialLandmark","PriceRange","Reservations","BanquetMeetingRooms","RestaurantBarTypes","DressCode","ShuttleService","FreeInternet","InternetAccess","FoodCourt","ParkPermitRequired","EquipmentRentals","LodgingCampgrounds","LiveEntertainment","SmokingPreference","ZagatRating","GiftShop","PresenceofECommerce","GreenCompanyIndicator","SeasonalHours","CreditRating","Fortune_500_Flag","BusinessHours","Contact_First_Name","Contact_Last_Name","Contact_Title","Contact_Gender","VerificationFlag","DPBC","CRRT","EmployeeSizeRange","Ethnicity","Number_of_PCs","SalesVolume","SquareFootage"
"N0000KMGSR","E0000KMGSR","533069","201509","","BOWL-O-MAT INC","","100","","RIVER","ST","","","","BEVERLY","MA","01915","4293","9789221140","P","","","Y","","","","","","","2","","","","","","","","","","","","","","","","","BUMPER BOWLING  PARTIES|POOL TABLES","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","LEAGUES  ARCADE  AND","","2510015663275","I","015940","038670","","","","","79992700","79330000","","","","","7139903900","7139500000","","","","","27020100","12022000","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","006","C001","","","","",""
"N0000KNCUP","E0000KNCUP","533069","201509","","BEVERLY HIGH SCHOOL","","100","","SOHIER","RD","","","","BEVERLY","MA","01915","2654","9782364300","P","","","","","BHSONLINE.ORG|STAR.NET","","978921613297892161399789693899","PPP","","3","","","","","","","","2015","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015663331","S","204740","204680","","","","","82110000","82990000","","","","","6111100000","6116990000","","","","","14080000","14100000","","","","","","20130623","","","","14460","20339000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","CLIFFORD","KENT","EXECUTIVE","M","V","007","C009","F","","","G",""
"N0000KP77J","E0000KP77J","703548","201509","","CHINA BUFFET","","214","","CABOT","ST","","","","BEVERLY","MA","01915","5717","9789228588","P","","","","","","","","","","2","","","","","","","","","","","","ALL YOU CAN EAT BUFFET","","CJ","","","EAT IN OR CARRY OUT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","CHINA BUFFET|CHINESE-JAPANESE-THAI FOOD|OVER 100 ITEMS THAT CHANGE DAILY.|048960ATTR:BUFFET|194360ATTR:BUFFET|195251ATTR:BUFFET|RESTAURANT","","2510182721302","S","194360","195470","194200","195251","048960","","58121507","58120400","58124202","72991301","","","7221101407","7221100400","7221103402","7222110000","7223200000","","16090100","16210100","16164400","16010200","","","","20130716","","","","14460","","","","","","","","","","","","","","","","SINGLEPAGE.COM/CHINA-BUFFET-27/MENU","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOP;F-SA;11:00-22:00","","","","","V","149","C028","","","","",""
"N0000KSEW3","E0000KSEW3","703548","201509","","EUROSTOVES INC","","45","","ENON","ST","","UNIT","1","BEVERLY","MA","01915","1106","9782320007","P","","","Y","","EUROSTOVES.COM","","","","","3","","","","","","","","1997","018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","017750ATTR:STOVES|APPLIANCES MAJOR","","2510139527145","I","017960","017750","017450","017300","","","57221000","57220900","","","","","4431111000","4431110900","","","","","25010500","25010100","","","","","","20130716","","","","14460","1443000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","CORRIE","HOPPLEYI","MANAGER","U","V","015","C019","C","","","C",""
"N0000KTZ7L","E0000KTZ7L","550954","201509","","HETTICH INSTRUMENTS","","100","","CUMMINGS","CTR","","STE","136L","BEVERLY","MA","01915","6127","9789696210","P","","","","","HETTWEB.COM","","9782323957978969620097896962019789696202978969620397896962049789696205978969620797896962089789696209","PPPPPPPPPP","","3","","","","","","","","1904","111","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510069517881","S","049750","","","","","","50849907","","","","","","4238303853","","","","","","19272407","","","","","","","20130716","","","","14460","131316000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","NICK","HORSLEY","VP","M","V","828","C047","E","","B","I","B"
"N0000KV80F","E0000KV80F","533069","201509","","JOE'S PIZZA","","507","","RANTOUL","ST","","","","BEVERLY","MA","01915","3231","9789224492","P","","","","","JOESPIZZA.COM","","","","","3","","","","","","","","2003","012","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015663221","S","195320","195251","","","","","58120300","","","","","","7222111100","7221100000","","","","","16163600","","","","","","","20130623","","","","14460","320000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","MARLENE","BERGANTI","EXECUTIVE","F","V","078","C046","B","","A","A","B"
"N0000KW8W2","E0000KW8W2","033891","201509","","KAYE LITES INC","","34","","HOLTON","ST","","","","WOBURN","MA","01801","5205","7819320005","P","","","Y","","KAYELITES.COM","","6036680005","P","","","","","","","","","","1997","018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016337653","A","152380","","","","","","78190301","","","","","","5121990301","","","","","","23071501","","","","","","","20130716","","","","14460","554000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","STEPHEN","KAYE","OWNER","M","V","341","C001","A","","","B",""
"N0000KWGMP","E0000KWGMP","533069","201509","","WILLIAM H WATERS  DDS","","127","","DODGE","ST","","","","BEVERLY","MA","01915","1830","9789273550","P","","","Y","","drwwaters.com","","","","","2","","","","J","","S","","1992","023","","","","","","","","VOTED #1 DENTIST|ADULTS AND CHILDREN (ALL AGES)|TEETH WHITENING VENEERS|CROWNS AND BRIDGES IMPLANTS|PARTIAL AND FULL DENTURES|DIGITAL X-RAYS","","","","","","","","","","","","","","","","","","","","","","","","","","ACCEPT MOST INSURANCE PLANS","","","","","","IN BEVERLY|READERS CHOICE AWARD|REVENTIVE DENTISTRY FOR","","2510015661493","I","071770","","","","","","80210000","","","","","","6212100000","","","","","","18030300","","","","","","","20130716","","","","14460","394000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","HOP;APPT","WILLIAM","WATERS","","M","V","273","C019","B","","","A","A"
"N0000KY0UG","E0000KY0UG","","201509","","SMITH & NEPHEW INC NEW ENGLAND","","165","","NEW BOSTON","ST","","","","WOBURN","MA","01801","6201","7819357455","P","","","Y","","SMITH-NEPHEW.COM","","","","","","","","","","","","","1995","020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510052175210","I","701989","","","","","","59990000","","","","","","4539980000","","","","","","25000000","","","","","","","20130623","","","","14460","300000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","RICHARD","GERHART","MANAGER","M","T","650","C038","A","","","A",""
"N0000KZ0MA","E0000KZ0MA","701609","201509","","WOBURN PHYSICAL THERAPY","","400","W","CUMMINGS","PARK","","STE","1400","WOBURN","MA","01801","7232","7819381223","P","","","Y","","PTWOBURN.COM","","","","","3","","","","","","","","2006","009","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","172190ATTR:ORTHOPEDICS","","2510052178043","I","172190","","","","","","80490101","","","","","","6213400101","","","","","","18031000","","","","","","","20130623","","","","14460","246000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","N","","ERIC","GETKIN","MANAGER","M","V","501","C036","A","","B","A","A"
"N0000L1TTV","E0000L1TTV","701632","201508","","BOYLE INSURANCE AGENCY INC","","445","","MAIN","ST","","STE","1","WOBURN","MA","01801","4284","7819333100","P","","","","","BOYLEINS.COM|SALEMFIVEBOYLEINS.COM","","7819330222","P","","3","","","","","","","","1934","081","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016338241","I","124270","","","","","","63990300","","","","","","5241280500","","","","","","15040000","","","","","","","20130716","","","","14460","4420000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","JOE","DUFFY","CTO","M","V","453","C029","D","","","D",""
"N0000L5Q5H","E0000L5Q5H","","201510","","FAIRFIELD INN BOSTON WOBURN BURLINGTON","","285","","MISHAWUM","RD","","","","WOBURN","MA","01801","2021","7819387575","P","","","","","marriott.com/BOSFW","","78193706238002282800","LK","","","","ADEMV","","","","","","","","","","","","FAIRFIELD INN BY MARRIOTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510100906104","S","152170","","","","","","70110000","","","","","","7211100000","","","","","","27010400","","","","","","7819370623","20130716","","","10826","14460","","","","","","","","","","","8002282800","","","","HTTP://WWW.MARRIOTT.COM/HOTELS/TRAVEL/BOSFW-FAIRFIELD-INN-BOSTON-WOBURN-BURLINGTON/","","","","","","","","","","FAIRFIELD INN BOSTON WOBURN/BURLINGTON  WOBURN MASSACHUSETTS US FAIRFIELD INN  FAIRFIELD INN IN WOBURN  WOBURN HOTELS  HOTELS IN WOBURN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOP;SU-SA;00:00-24:00","","","","","M","852","C040","","","","",""
"N0000L76W9","E0000L76W9","","201509","","KITAEFF INC","","400","W","CUMMINGS","PARK","","STE","4015","WOBURN","MA","01801","6509","7813769425","P","","","","","360SWEATER.COM","","7813769426","L","","","","","","","","","","1982","033","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510077977071","K","148510","","","","","","39990000","","","","","","3399990000","","","","","","20000000","","","","","","7813769426","20130716","","","","14460","265000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","N","","GARY","KITAEFF","PRESIDENT","M","T","154","C036","A","","B","A","C"
"N0000L7SCZ","E0000L7SCZ","702344","201509","","PARK ST AUTO REPAIR","","122","","PARK","ST","","","","BEVERLY","MA","01915","4312","9789214800","P","","","Y","","","","","","","3","","","","","","","","1989","026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015662817","I","024660","","","","","","75380000","","","","","","8111110200","","","","","","21020000","","","","","","","20130716","","","","14460","189000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","RON","JEDRASCEK","OWNER","M","V","220","C029","A","","A","A","A"
"N0000L8BGY","E0000L8BGY","533069","201509","","REEL TAPE SOLUTIONS INC","","54","","LP HENDERSON","RD","","","","BEVERLY","MA","01915","1024","9783385667","P","","","Y","","REELTAPESOLUTIONS.COM","","","","","3","","","","","","","","1948","067","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","163750ATTR:TAPE|PACKAGING MATERIALS","","2510150071828","I","266886","163750","080400","","","","73891203","51130304","50650300","","","","5619100202","4241300300","4236900300","","","","11310104","25110700","19161300","","","","","20130716","","","","14460","337000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","JAMES","BAKER","OWNER","M","V","548","C030","A","","","A","B"
"N0000L8D1T","E0000L8D1T","701632","201509","","O'MALLEY'S FLORAL EXPRESSIONS","","134","","NEW BOSTON","ST","","","","WOBURN","MA","01801","6229","7819389771","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510184660555","I","095380","","","","","","59920000","","","","","","4531100000","","","","","","25070200","","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","344","C064","","","","",""
"N0000LFKNE","E0000LFKNE","533069","201509","","ANNIE'S BOOK STOP","","132","","DODGE","ST","","","","BEVERLY","MA","01915","1860","9789220028","P","","","","","","","","","","3","","MV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015661521","S","037720","038110","037740","","","","59320400","59420000","","","","","4533100400","4512110000","","","","","25183912","25180300","25183952","","","","","20130623","","","10418","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","991","C019","","","","",""
"N0000LG8AU","E0000LG8AU","533758","201509","","DESJARDINS JEWELERS INC","","47","","ENON","ST","","","","BEVERLY","MA","01915","1146","9789222149","P","","","Y","","DESJARDINSDIAMONDS.COM","","9789222173","P","","3","","","","","","","","1895","120","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","APPRAISALS|CLOCKS|127630ATTR:ENGRAVING|127870ATTR:WATCHES|REPAIR|REPAIRS","","2510176043537","I","127870","127630","","","","","76319904","59440000","","","","","8114900403","4483100000","","","","","25170300","25181600","","","","","","20130716","","","","14460","404000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","B","N","","KIM","MANETTA","PRESIDENT","F","V","471","C019","A","","A","A","A"
"N0000LGNQ3","E0000LGNQ3","533891","201509","","MAC-GRAY","","61","","HOLTON","ST","","","","WOBURN","MA","01801","5263","7819332637","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510153646023","S","133370","260253","","","","","50870303","76290105","","","","","4238500303","8114120309","","","","","19165200","25171227","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","617","C001","","","","",""
"N0000LISRC","E0000LISRC","533069","201509","","STEVEN SWARTZ PUBLIC RELATIONS","","100","","CUMMINGS","CTR","","","","BEVERLY","MA","01915","6115","9785249595","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510179352151","I","185830","","","","","","87430201","","","","","","5418200203","","","","","","11105100","","","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","993","C047","","","","",""
"N0000LLXU4","E0000LLXU4","533069","201509","","GAINSBORO STUDIO","","950","","CUMMINGS","CTR","","STE","102X","BEVERLY","MA","01915","6507","9789217900","P","","","Y","","GAINSBOROSTUDIO.COM","","","","","3","","","","","","","","1977","038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510155728501","I","171470","181560","","","","","72210000","","","","","","5419210000","","","","","","23030500","25101700","23030700","","","","","20130716","","","","14460","476000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","CRAIG","SWEETSER","OWNER","M","V","646","C046","B","","","A",""
"N0000LN13A","E0000LN13A","033758","201509","","NEWMAN LOPES & HAHN & HORATAGIS","","100","","CUMMINGS","CTR","","STE","107C","BEVERLY","MA","01915","6128","9782321120","P","","","","","","","","","","","","","","","","","","1991","024","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510135412947","I","267603","267575","172970","054660","","","80110102","80310102","80110000","80490000","","","6211110102","6211114802","6213400000","","","","18030713","18030700","18050200","","","","","20130623","","","","14460","500000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","MARTIN","HAHN","OWNER","M","V","737","C047","A","","","B",""
"N0000LNO2C","E0000LNO2C","033891","201509","","VAISALA INC","","10","","GILL","ST","","","","WOBURN","MA","01801","1721","7819334500","P","","","","","VAISALA.COM","","","","","","","","","","","","","2015","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510183408508","A","080990","","","","","","50650313","","","","","","4236900310","","","","","","19161341","","","","","","","20130716","","","","14460","13343000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","FEDERICO","PATTY","MANAGER","M","V","108","C064","E","","","F",""
"N0000LO2TG","E0000LO2TG","703548","201509","","EXPRESS YOURSELF INC","","200","","RANTOUL","ST","","","","BEVERLY","MA","01915","4207","9789278600","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015663052","I","019940","019170","702510","","","","86990401","84120600","86990000","","","","8134100701","7121100201","8139900000","","","","12040500","12010200","12041800","","","","","20130716","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","001","C002","","","","",""
"N0000LP16T","E0000LP16T","701609","201509","","TRANE COMMERCIAL SYSTEMS GROUP","","225","","WILDWOOD","AVE","","","","WOBURN","MA","01801","2025","7819337832","P","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016341123","I","013080","192240","","","","","76230100","76230000","","","","","8114120100","8113100000","","","","","25170500","19114000","","","","","","20130623","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","JACK","BORGSCHULTE","MANAGER","M","V","254","C014","E","","","F",""
"N0000LPNDO","E0000LPNDO","701609","201509","","HEXATRAC","","271","","SALEM","ST","","","","WOBURN","MA","01801","2004","7819331729","P","","","Y","","HEXATRAC.COM","","7819358221","L","","3","","","","","","","","1979","036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","047310ATTR:WATER EXTRACTION","","2510052176898","I","047310","","","","","","72179900","","","","","","5617400500","","","","","","22100100","","","","","","7819358221","20130623","","","","14460","524000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","MARC","CHARPENTIER","PRESIDENT","M","V","716","C045","B","","","B",""
"N0000LRM85","E0000LRM85","533069","201509","","ST. MARY'S CHURCH","","253","","CABOT","ST","","","","BEVERLY","MA","01915","4597","9789220113","P","","","Y","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510051620443","S","258044","053000","","","","","86610400","","","","","","8131100400","","","","","","12031200","","","","","","","20130623","","","","14460","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","V","531","C028","","","","",""
"N0000LSE0Q","E0000LSE0Q","","201509","","GNC","","300","","MISHAWUM","RD","","STE","21","WOBURN","MA","01801","6817","7819339819","P","","","","","GNC.COM","","","","","","","","","","","","","2015","000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016338727","S","247810","","","","","","54990212","","","","","","4461910102","","","","","","25093700","","","","","","","20130716","","","02484","14460","598000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","ALEX","KAPLAN","MANAGER","U","T","215","C040","B","","A","B","B"
"N0000LV2RZ","E0000LV2RZ","533891","201509","","WOBURN CONCRETE & MASONRY SUPPLY","","237","","SALEM","ST","","","","WOBURN","MA","01801","2003","7819334700","P","","","Y","","WOBURNCONCRETE.COM","","7819353822","L","","3","","","","","","","","2011","004","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016340053","I","060780","","","","","","52110241","","","","","","4441900200","","","","","","19120500","","","","","","7819353822","20130716","","","","14460","1057000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","CARMEN","RUSSO","OWNER","U","V","375","C045","B","","B","C","C"
"N0000LX0Z5","E0000LX0Z5","533069","201509","","NORTH SHORE CLEAN","","100","","CUMMINGS","CTR","","STE","321B","BEVERLY","MA","01915","6112","9783385583","P","","","","","NORTHSHORECLEAN.COM","","","","","3","","","","","","","","1996","019","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510183490390","I","054442","127340","","","","","73490103","73491000","","","","","5617900102","5617200600","","","","","11131500","","","","","","","20130623","","","","14460","11200000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","JERRY","SHEEHAN","MANAGER","M","V","121","C047","E","","A","F","B"
"N0000LYQQA","E0000LYQQA","702344","201505","","HARBORLIGHT NURSERY SCHOOL","","221","","CABOT","ST","","","","BEVERLY","MA","01915","5718","9789279030","P","","","","","HARBORLIGHTNURSERYSCHOOL.ORG|harborlightnurseryschool.org","","","","","3","","","","","","","","1989","026","","","","","","","","EXTENDED HOURS AVAILABLE BEFORE & AFTER SCHOOL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A BEVERLY TRADITION FOR 50 YEARS!|LEARNING THROUGH PLAY FOR 3 4 & 5 YEAR OLDS|PROGRAM DAY 9AM TO 12 NOON .2 3.4 & 5 DAY PROGRAMS","","2510015660297","I","051451","260130","204730","","","","83510000","82110500","","","","","6244100000","6111100500","","","","","22090100","14080000","14090000","","","","","20130623","","","","14460","1014000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","I","N","","ELEANOR","DIRECTOR","DIRECTOR","F","Y","210","C028","C","","C","C","B"
"N0000LYR8Z","E0000LYR8Z","533891","201509","","MODEL ELECTRONICS OF NEW ENGLAND LTD","","10","","ROESSLER","RD","","","","WOBURN","MA","01801","6208","7819359977","P","","","","","","","","","","3","","","","","","","","1998","017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015752361","I","219260","","","","","","55310522","","","","","","4413101319","","","","","","21041700","","","","","","","20130716","","","","14460","5622000","","","","","","","","","B","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","N","","ART","CHAGANIS","EXECUTIVE","M","V","103","C038","D","","B","E","C"
"N0000LZV0Z","E0000LZV0Z","","201510","","COURTYARD BOSTON WOBURN BURLINGTON","","240","","MISHAWUM","RD","","","","WOBURN","MA","01801","2018","7819323200","P","","","","","marriott.com/BOSWB","","78193561638003212211","LK","","","","ADEMV","","","","","","","","","","","","COURTYARD BY MARRIOTT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510016338683","C","152170","","","","","","70110000","","","","","","7211100000","","","","","","27010400","","","","","","7819356163","20130716","","","","14460","","","","","","","","","","","8003212211","","","","HTTP://WWW.MARRIOTT.COM/HOTELS/TRAVEL/BOSWB-COURTYARD-BOSTON-WOBURN-BURLINGTON/","","","","","","","","","","WOBURN BUSINESS HOTELS  COURTYARD BOSTON WOBURN/BURLINGTON  WOBURN MASSACHUSETTS US COURTYARD  COURTYARD WOBURN  WOBURN HOTELS  HOTELS IN WOBURN","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","HOP;SU-SA;00:00-24:00","","","","","M","405","C040","","","","",""
"N0000M16RE","E0000M16RE","533069","201509","","ENVECTOR INC","","55","","ABBOTT","ST","","","","BEVERLY","MA","01915","5239","9789225905","P","","","Y","","ENVECTOR.COM","","","","","3","","","","","","","","2002","013","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510015659716","I","085800","085841","","","","","50991300","95110000","","","","","4239901300","9241100400","","","","","19030200","19030310","","","","","","20130716","","","","14460","","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","N","","LISA","KAUL","PRESIDENT","F","V","555","C003","A","","","A",""
"N0000M368G","E0000M368G","533069","201509","","ROCKPORT CUSTOM PUBLISHING","","100","","CUMMINGS","CTR","","STE","321E","BEVERLY","MA","01915","6112","9789217850","P","","","","","ROCKPUB.COM","","97852243169789217870","PL","","3","","","","","","","","1977","038","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2510077946624","I","186130","185940","","","","","87480405","27410000","","","","","5416900504","5111990000","","","","","11101205","11200000","","","","","9789217870","20130623","","","","14460","8138000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","C","N","","CASSANDRA","CARNES","PHYSICIAN","F","V","158","C047","D","","B","E","B"
"N0000M3MZQ","E0000M3MZQ","533069","201509","","ROLLER PALACE INC","","130","","SOHIER","RD","","","","BEVERLY","MA","01915","5536","9789274242","P","","","","","ROLLERPALACE.NET","","","","","3","","","","","","","","1979","036","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","198530ATTR:BIRTHDAY PARTY|214830ATTR:BIRTHDAY PARTIES|ROLLER SKATING RINKS|SKATING RINKS","","2510148519764","I","198530","214830","","","","","79990605","79990600","","","","","7139401302","7139401300","","","","","12022405","12022400","","","","","","20130716","","","","14460","744000","","","","","","","","","A","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","A","N","","ROBERT","BREEN","OWNER","M","V","302","C009","C","","A","B","D"
